timestamp,date,hour,temperature_f,precipitation_in,temperature_source,precipitation_source,temperature_was_interpolated,dst_nonexistent_hour
2025-01-09 11:00:00,2025-01-09,11,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 12:00:00,2025-01-09,12,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 13:00:00,2025-01-09,13,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 14:00:00,2025-01-09,14,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 15:00:00,2025-01-09,15,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 16:00:00,2025-01-09,16,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 17:00:00,2025-01-09,17,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 18:00:00,2025-01-09,18,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 19:00:00,2025-01-09,19,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 20:00:00,2025-01-09,20,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 21:00:00,2025-01-09,21,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 22:00:00,2025-01-09,22,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-09 23:00:00,2025-01-09,23,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 00:00:00,2025-01-10,0,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 01:00:00,2025-01-10,1,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 02:00:00,2025-01-10,2,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 03:00:00,2025-01-10,3,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 04:00:00,2025-01-10,4,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 05:00:00,2025-01-10,5,26.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 06:00:00,2025-01-10,6,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 07:00:00,2025-01-10,7,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 08:00:00,2025-01-10,8,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 09:00:00,2025-01-10,9,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 10:00:00,2025-01-10,10,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 11:00:00,2025-01-10,11,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 12:00:00,2025-01-10,12,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 13:00:00,2025-01-10,13,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 14:00:00,2025-01-10,14,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 15:00:00,2025-01-10,15,37.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 16:00:00,2025-01-10,16,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 17:00:00,2025-01-10,17,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 18:00:00,2025-01-10,18,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 19:00:00,2025-01-10,19,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 20:00:00,2025-01-10,20,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 21:00:00,2025-01-10,21,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 22:00:00,2025-01-10,22,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-10 23:00:00,2025-01-10,23,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 00:00:00,2025-01-11,0,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 01:00:00,2025-01-11,1,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 02:00:00,2025-01-11,2,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 03:00:00,2025-01-11,3,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 04:00:00,2025-01-11,4,28.04,0.01968503937007874,reported_accepted,reported_accepted,False,False
2025-01-11 05:00:00,2025-01-11,5,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 06:00:00,2025-01-11,6,28.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 07:00:00,2025-01-11,7,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 08:00:00,2025-01-11,8,28.94,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 09:00:00,2025-01-11,9,30.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 10:00:00,2025-01-11,10,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 11:00:00,2025-01-11,11,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 12:00:00,2025-01-11,12,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 13:00:00,2025-01-11,13,33.98,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 14:00:00,2025-01-11,14,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 15:00:00,2025-01-11,15,35.96,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 16:00:00,2025-01-11,16,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 17:00:00,2025-01-11,17,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 18:00:00,2025-01-11,18,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 19:00:00,2025-01-11,19,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 20:00:00,2025-01-11,20,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 21:00:00,2025-01-11,21,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 22:00:00,2025-01-11,22,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-11 23:00:00,2025-01-11,23,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 00:00:00,2025-01-12,0,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 01:00:00,2025-01-12,1,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 02:00:00,2025-01-12,2,30.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 03:00:00,2025-01-12,3,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 04:00:00,2025-01-12,4,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 05:00:00,2025-01-12,5,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 06:00:00,2025-01-12,6,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 07:00:00,2025-01-12,7,32.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 08:00:00,2025-01-12,8,33.08,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 09:00:00,2025-01-12,9,35.06,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 10:00:00,2025-01-12,10,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 11:00:00,2025-01-12,11,39.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 12:00:00,2025-01-12,12,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 13:00:00,2025-01-12,13,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 14:00:00,2025-01-12,14,41.0,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 15:00:00,2025-01-12,15,39.92,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 16:00:00,2025-01-12,16,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 17:00:00,2025-01-12,17,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 18:00:00,2025-01-12,18,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 19:00:00,2025-01-12,19,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 20:00:00,2025-01-12,20,37.04,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 21:00:00,2025-01-12,21,39.02,0.0,reported_accepted,reported_accepted,False,False
2025-01-12 22:00:00,2025-01-12,22,37.94,0.0,reported_accepted,reported_accepted,False,False
